SET NUMBER|CARD NUMBER|NAME|RARITY|THRESHOLD|TYPE|SUB TYPE|FACTION|SOCKET COUNT|COST|ATK|HEALTH|TEXT|FLAVOR|RESTRICTION|ARTIST|ENTERS PLAY EXHAUSTED|EQUIPMENT STRING|CURRENT RESOURCES ADDED|MAX RESOURCES ADDED|UUID
AI Only Cards|0|Bloated Zombie|Epic|1 Blood|Troop|Undead Zombie|None|0|3|3|1|Deploy - Each champion discards a card at random.    Deathcry -  Each champion puts two random cards from their crypt into their hand.|||Tomasz Jedruszek|0|79b48adb-1dbc-4554-bdba-e0a75bf6386b, 5676f4b7-c47d-493e-91cb-86f8524b77b8|0|0|0d43777f-4c93-4caa-aaab-f85acf29e360
AZ2|0|Bone Goliath|Uncommon|2 Blood|Troop|Undead Skeleton Giant|None|1|6|3|6|SOCKETABLE MINOR    Deathcry - Void this. Then, summon three Pile of Bones. They get all socketed powers of this.|||Rafael Sarmento|0|5e0772db-3388-4b6d-b5a2-7131d5b435b0|0|0|22f0ed5e-e750-49c3-bd30-0520550155a8
AZ2|0|Grub Crawler|Uncommon|2 Blood|Troop|Insect|None|0|4|4|2|When this is dealt damage, summon a random Insect.|||Anders Finer|0|3ceebd73-13cc-44c7-be3c-9afed0d73917|0|0|d6a5ccd9-8a16-4173-b186-31983aac0bef
AI Only Cards|0|Plague Raven|Epic|2 Blood|Troop|Bird|None|0|3|2|2|Flight    Deploy - Each champion loses 2 health and each champion gains 2 charges.|||Apterus|0|8859c5e0-5fe6-404d-a3b7-0ca23f22ae19|0|0|14451250-7dfa-461a-a51b-538db07ff3d0
AZ2|0|Gravestalker|Uncommon|1 Blood|Troop|Spirit|None|0|2|1|1|Lifedrain    When another troop dies, this gets Rage 1.|||Thomas M Baxa|0|d59ec77c-56de-4bf6-b2d0-fbace1ff635c|0|0|8659d345-a4b6-4a24-9b58-fa1b0ea8c979
AZ2|0|Arcane Spritegang|Uncommon|1 Sapphire|Troop|Fae|None|0|6|3|3|Flight    Deploy - Put target action from your crypt into your hand.|Mana sprites that are summoned by mages sometimes break free of their servitude and gather together in gangs to cause mayhem.||Minh Nguyen|0|11b6942f-f14c-46f4-8243-237553b7efd8|0|0|f5e8e839-af00-42ff-8b2b-61b1f925c990
AZ2|0|Shroom Swarm|Uncommon|1 Wild|Quick Action||None|0|3|0|0|Summon 1 to 5 Shroompin at random.|||Concept Art House|0|2b78c081-fbaf-4d1b-aa7c-947cc9e7122c|0|0|ad48a37e-718f-49e4-a94d-9c4395ab9b8b
AI Only Cards|0|Zombifying Toxin|Epic||Basic Action|Toxin|None|0|0|0|0|Each opposing champion summons a random Zombie.    Draw two cards.||||0||0|0|50f909ac-11f2-44be-9733-d75b2b7e0eab
AI Only Cards|0|Explosive Toxin|Epic||Basic Action|Toxin|None|0|0|0|0|Add two burning counters to you.    Draw two cards.||||0||0|0|19fa4ef5-0842-4b53-8773-4df90ee11bcf
AI Only Cards|0|Dreaming Toxin|Epic||Basic Action|Toxin|None|0|0|0|0|Each champion draws two cards.||||0||0|0|4588b352-ea35-4885-b9b7-41dc61b88021
AI Only Cards|0|Nourishing Toxin|Epic||Basic Action|Toxin|None|0|0|0|0|Each opposing champion gains 5 health.    Draw two cards.||||0||0|0|aeaf5572-5379-482b-a280-3020d19ca01d
AI Only Cards|0|Dissolving Toxin|Epic||Basic Action|Toxin|None|0|0|0|0|Void target card you control.    Draw two cards.||||0||0|0|841cc2ad-07a1-47ae-8999-4cf45d62cf23
AI Only Cards|0|Mindpyre Wraith|Epic|1 Ruby|Troop||None|0|3|3|1|Swiftstrike    Must attack.    At the start of each opposing champion's turn, that champion reveals a random card in their hand and the revealed card gets "At the end of your turn, if this is in your hand, it deals 2 damage to you."|||Anton Kokarev|0||0|0|aa393b9c-7326-47dd-a839-c5cf34e769e0
AI Only Cards|0|Sweltering Zombie|Epic|1 Ruby|Troop|Undead Zombie|None|0|1|1|2|Crush    When an opposing champion is dealt damage, this gets +1[ATK].|||Bogdan Rezunenko|0||0|0|163515f4-ee0f-4eaf-b4a4-bace745620a7
AI Only Cards|0|Spitfire Elemental|Epic|1 Ruby|Troop|Elemental|None|0|3|2|3|At the start of your turn, this deals 1 damage to each opposing champion and troop.    When this is dealt damage, this deals 1 damage to each opposing champion and each opposing troop.|||Xavier Ribeiro|0||0|0|adcfd696-3720-4b9f-ade3-8d6114c226a1
AI Only Cards|0|Mistsim|Epic|1 Diamond 1 Sapphire|Troop|Necrotic Cleric|Underworld|0|3|1|4|[BASIC]: (5) -> Put a random action from your crypt into your hand. Put a random troop from your crypt into your hand.||Unique|Anthony Star|0||0|0|7eea219f-a4c6-45a7-a68f-8b3e405f8879
AI Only Cards|0|Zombifying Super Toxin|Epic||Basic Action|Super Toxin|None|0|0|0|0|Each opposing champion summons two random Zombies.    Draw two cards.||||0||0|0|abb7fb67-a098-4a38-9631-26ac1c8da4f2
AI Only Cards|0|Explosive Super Toxin|Epic||Basic Action|Super Toxin|None|0|0|0|0|Add four burning counters to you.    Draw two cards.||||0||0|0|11577fc1-fa62-48bd-b3fe-9bfc41bfca8d
AI Only Cards|0|Dreaming Super Toxin|Epic||Basic Action|Super Toxin|None|0|0|0|0|Each opposing champion draws four cards.    Draw two cards.||||0||0|0|149bab86-a1b2-4b5e-b0e1-ca52a31f9f07
AI Only Cards|0|Nourishing Super Toxin|Epic||Basic Action|Super Toxin|None|0|0|0|0|Each opposing champion gains 10 health.    Draw two cards.||||0||0|0|eddb2270-5f05-4c56-9e92-00a98db8f475
AI Only Cards|0|Dissolving Super Toxin|Epic||Basic Action|Super Toxin|None|0|0|0|0|Void two target cards you control.    Draw two cards.||||0||0|0|9e8c059d-64f0-4c29-b950-ed386ac49c3e
AI Only Cards|0|Enchanted Frog|Epic|1 Sapphire|Troop|Frog|None|0|2|0|1|Invincible    This can't attack.    This can't block.|||Velvet Engine|0||0|0|96f1ab7b-d28b-4565-8381-d03b4a5a9557
AI Only Cards|0|Bloodgorge Vines|Epic|1 Blood|Troop|Plant|None|0|3|1|4|Defensive, Lifedrain    [BLOOD][BLOOD][BLOOD]: At the start of your turn, this deals 1 damage to each opposing champion.|||Anthony Devine|0||0|0|0eca0853-4998-460d-b826-a02f5ec9754b
AI Only Cards|0|Choose Sniper Tower|Epic||Resource||None|0|0|0|0|#IGNORE_CHAIN#Each opposing champion summons a Sniper Tower.|||James Wu|0||0|0|e1039036-fbc8-410b-a16f-372b99bdb1d4
Set01_PvE_Arena|0|Gobbleglade Witch|Champion||Champion|Witch|None|0||0|0|[BASIC] [WILD]: [5] -> Target troop you control battles target opposing troop with the lowest [ATK].    When a troop you control with [DEF] 4 or more dies, you gain 2 health.||||0||0|0|b27378d0-cff5-4a9e-a7ab-e384adcb9b82
Set01_PvE_Arena|0|Mentor of the Grave|Champion||Champion|Necrotic Warlock|Underworld|0||0|0|[BASIC] [BLOOD]: [3] -> Void target troop in your crypt. Then, gain health equal to the voided troop's [DEF].     When a troop enters your hand from a crypt, it gets +1[ATK]/+1[DEF].||||0||0|0|218be769-dd10-4839-b566-3c48e8bedb4f
AI Only Cards|0|Charred Zombie|Epic|1 Blood|Troop|Undead Zombie|None|0|2|1|1|Rage 1    This can't block.    [BASIC] [BLOOD], While this is in your crypt, and an opposing champion is Burning: (2) -> Play this for free.|||Eduardo Garcia|1||0|0|77974ae5-652b-4a0e-ae1b-85fe38691868
Set01_PvE_Arena|0|S.P.A.M. Bot|Champion||Champion|Robot|None|0||0|0|[BASIC]: [1] -> Target Robot you control gets one of the following at random: +1[ATK]; or +1[DEF].    At the start of the game, 4 random Robots in your deck get one of the following at random: +1[ATK]; or +1[DEF].||||0||0|0|eeefba4d-ba5d-4645-a97e-d8f579749273
Set01_PvE_Arena|0|Dragon Guard Stalwart|Champion||Champion|Human Warrior|Aria|0||0|0|[BASIC] [DIAMOND]: [1] -> Gain 1 health.     When you gain health, a random troop in your deck gets +1[ATK]/+1[DEF].||||0||0|0|56a21ecf-90cc-4f67-8022-c5f1fab765c5
AI Only Cards|0|Wailing Wraith|Epic|1 Blood|Troop|Spirit|None|0|0|3|3|Flight, Lifedrain    This has cost +(1) in all your zones for each card in opposing hands.|||Filip Burburan|0||0|0|65b974b8-613e-4a0a-9026-e4f14ea8441d
AI Only Cards|0|Ghuuhg|Epic|1 Ruby 1 Blood|Troop|Necrotic Ranger|Underworld|0|3|3|2|[BASIC]: (3) -> Summon an Infected Vermin.||Unique|Dani Oduber|0||0|0|12a134de-1c38-46f6-8d3b-e5bf314c6f4c
AI Only Cards|0|Hag Reavers|Epic|1 Sapphire|Troop|Sea Hag|None|0|3|4|2|When this attacks, three random opposing troops get -1[ATK].    This can't be blocked by troops with [ATK] 1 or less.|||Filip Acovic|0||0|0|482b1421-59d4-4158-86c8-78aad22aa5a2
AI Only Cards|0|Choose Gain Resource|Epic||Resource||None|0|0|0|0|#IGNORE_CHAIN#Gain [L1][R1].||||0||0|0|e427bce0-c69c-4bc1-ac48-8f938e9fe408
AI Only Cards|0|Choose Castle Wall|Epic||Resource||None|0|0|0|0|#IGNORE_CHAIN#Each opposing champion summons a Castle Wall.    #IGNORE_CHAIN#Each opposing champion summons three Burning Oils.|||Pavel Romanov|0||0|0|6ce8a874-1469-43fa-a7f0-7174a985d389
AI Only Cards|0|Overfuse|Non-Collectible||Basic Action|Upgrade|None|0|0|0|0|Target Robot gets Lifedrain.|||Dmitry Klyushkin|0||0|0|efc7c749-7033-48fb-9e82-da63c0e276e9
AI Only Cards|0|Choose Hellshot Catapult|Epic||Resource||None|0|0|0|0|#IGNORE_CHAIN#Each opposing champion summons a Hellshot Catapult.|||Phu Thieu|0||0|0|ddf2923e-5b21-464e-9709-a8ea992cb818
AI Only Cards|0|Putrid Bark|Non-Collectible||Resource||None|0|0|0|0|Target opposing Rotmutt gets +2[ATK]/+2[DEF].|||Space Goat|0||0|0|b4f922be-02bb-43be-b708-0e0c418aaedb
AI Only Cards|0|Putrid Bite|Non-Collectible||Resource||None|0|0|0|0|You lose 5 health.|||Space Goat|0||0|0|1a8b4751-b1fb-45b8-b5a1-954575e2849f
AZ1|0|Shroompin|Non-Collectible|1 Wild|Troop|Shroomkin|None|0|1|1|1||||Ellis Q Clark|0||0|0|0b977c16-e3bd-445a-9658-e7a9a81c10d6
Set01_PvE_Arena|0|Ruby Enchantress|Champion||Champion|Human Mage|Aria|0||0|0|[BASIC] [RUBY]: [2] -> Create a random ruby action and put it into your hand.||||0||0|0|ff51be6a-2b1c-48f0-9314-761d94196f20
Set01_PvE_Arena|0|Psychotic Anarchist|Champion||Champion|Goblin|None|0||0|0|[BASIC] [RUBY]: [2] -> Deal 1 damage to target opposing champion.     When a troop enters play, there is a 25% chance it gets Speed and +1[ATK].||||0||0|0|58efda4c-8622-46d3-8347-fe59c1dd6a85
Set01_PvE_Arena|0|Storm Cloud|Champion||Champion|Elemental|None|0||0|0|[BASIC] [SAPPHIRE]: [2] -> Exhaust target opposing troop.    At the start of the game, four random troops in opposing champions' decks get "This enters play exhausted".||||0||0|0|eb55bb0e-84d3-495e-8d67-2344d19187c3
Set01_PvE_Arena|0|Princess Cory|Champion||Champion|Human|None|0||0|0|[BASIC] [DIAMOND][SAPPHIRE]: [2] -> Target opposing card transforms into a random artifact, constant, or troop with the same cost.    At the start of the game, gain [BLOOD][DIAMOND][RUBY][SAPPHIRE][WILD].||||0||0|0|494d3e07-6865-4530-b584-21d2a6d970ce
Set01_PvE_Arena|0|Uruunaz|Champion||Champion|Dragon|None|0||0|0|[BASIC] [BLOOD][BLOOD][BLOOD]: [6] -> Play target card in an opponent's crypt and all cards with the same name in your opponent's crypt for free.    At the start of your turn, bury the top two cards of each opposing champion's deck.||||0||0|0|2ec6c786-6062-4e8e-b3f6-f6a3bdc02b0e
Set01_PvE_Arena|0|Xarlox the Broodlord|Champion||Champion|Vennen Warlock|Underworld|0||0|0|[BASIC] [BLOOD][SAPPHIRE]: [4] -> Bury the top three cards of target opposing champion's deck. Summon a Spiderspawn for each troop buried this way.    At the start of the game, create three Terrorantula Eggs for each opposing champion and put them into their decks.||||0||0|0|04ed9464-5b2f-4012-ad7b-e2356a2033b1
AZ1|0|Cleric's Staff|Non-Collectible||Artifact||None|0|3|0|0|Troops you control have Steadfast.|||Leonid Kozienko|0||0|0|fdeae73e-668d-466f-8107-60bb7c92d7db
Set01_PvE_Arena|0|Eurig the Robomancer|Champion||Champion|Dwarf Cleric|Underworld|0||0|0|[BASIC] [SAPPHIRE][RUBY]: [3] -> Transform all War Bots you control into War Hulks. Transform all Worker Bots you control into War Bots. Summon a Worker Bot.    When an artifact you control transforms, ready all troops you control.||||0||0|0|f6aabab6-986c-4160-a27f-8b5166d156f9
Set01_PvE_Arena|0|Uzume, Grand Concubunny|Champion||Champion|Shin'hare Concubunny|Underworld|0||0|0|[BASIC] [BLOOD][WILD]: [3] -> Summon a random non-unique Shin'hare troop.    While you control five or more Shin'hare, troops you control have +1[ATK].||||0||0|0|945b84e5-feed-445b-9e0d-e0b7de51cd2f
Set01_PvE_Arena|0|Zoltog|Champion||Champion|Orc Ranger|Aria|0||0|0|[BASIC] [BLOOD][RUBY]: [5] -> Summon three Savage Raiders.    [BLOOD][BLOOD][RUBY][RUBY]: When an Orc troop you control deals damage to an opposing champion, summon a Savage Raider.||||0||0|0|6c871f0d-d674-4bd9-8021-4819a5d8a628
Set01_PvE_Arena|0|His Majesty, King Gabriel|Champion||Champion|Human Warrior King|Aria|0||0|0|[BASIC] [DIAMOND][DIAMOND]: [6] -> Summon Boldheart. He gets "Must attack".    While you control a Boldheart, prevent all damage that would be dealt to your champion.||||0||0|0|5bc8cddb-0d39-4ced-9488-5d02df64b081
Set01_PvE_Arena|0|Ballistics Expert|Champion||Champion|Dwarf Ranger|Underworld|0||0|0|[BASIC] [SAPPHIRE][RUBY]: [4] -> Target troop gets "Exhaust -> This deals 1 damage to target champion or troop."    Non-combat damage dealt by Dwarves and artifacts you control is increased by 1.||||0||0|0|039d36da-bb36-48d2-b5a5-50f1e314826c
Set01_PvE_Arena|0|Hero of Adamanth|Champion||Champion|Human Warrior|Aria|0||0|0|[BASIC] [DIAMOND][SAPPHIRE]: [3] -> Void target card you control, then put the voided card into play.    When a card leaves play, there is a 25% chance that its controller summons a card with that card's name.||||0||0|0|3f14e889-8be1-4a37-960b-b53076d516f2
Set01_PvE_Arena|0|Avenging Angel|Champion||Champion|Angel|None|0||0|0|[BASIC] [DIAMOND][DIAMOND]: [5] -> Create an Angel and put it into your hand.    At the start of the game, four random troops in each champion's deck get "When you draw this, play it for free".||||0||0|0|f8f86969-2e47-4901-8c9e-7fbf8d859e22
Set01_PvE_Arena|0|War Bot|Champion||Champion|Robot|None|0||0|0|[BASIC]: [10] -> Void all non-artifacts.    When an artifact enters play, its controller gains a charge.||||0||0|0|e4462839-d141-419e-95a8-fe4e7b065512
Set01_PvE_Arena|0|Darkspire Enforcer|Champion||Champion|Orc Rogue|Aria|0||0|0|[BASIC] [BLOOD][BLOOD]: [4] -> Choose one at random: Deal 3 damage to each opposing champion; or Search your deck for a troop with Darkspire in its name and put it into your hand.     When a troop you control with Darkspire in its name dies, create a card with that card's name and put it into your deck.||||0||0|0|133d77ad-1aaa-4289-b4bb-6986bdc24db7
Set01_PvE_Arena|0|Construct Foreman|Champion||Champion|Dwarf Cleric|Underworld|0||0|0|[BASIC] [RUBY]: [2] -> Create a Booby Trap for each champion and put them into their decks. Then, each champion draws a card.||||0||0|0|155ecb0a-a471-42d6-b754-04961add4d67
Set01_PvE_Arena|0|Paladin of Naagaan|Champion||Champion|Necrotic Cleric|Underworld|0||0|0|[BASIC] [BLOOD][DIAMOND]: [3] -> Target troop you control gets +X[ATK]/+X[DEF] where X is the amount of health you have in excess of your opponent.||||0||0|0|ff18e0e4-f396-4008-8db0-e3b5f81bc9fe
Set01_PvE_Arena|0|Zodiac Shaman|Champion||Champion|Coyotle Warlock|Aria|0||0|0|[BASIC] [DIAMOND][SAPPHIRE][WILD]: [3] -> Coyotle in all decks get +1[ATK]/+1[DEF] and cost -(1).    When a champion draws a troop, there is a 25% chance the drawn card becomes quick.||||0||0|0|01330b83-7d15-4455-9f10-1916ade55438
Set01_PvE_Arena|0|Eternal Guardian|Champion||Champion|Construct|None|0||0|0|At the start of your turn, gain [L1][R1]. Then gain a random threshold of which you have the least.    Your starting hand size is reduced by 2.||||0||0|0|47957f92-28bd-4308-90a7-472745b1578f
Set01_PvE_Arena|0|Moon'ariu Sensei|Champion||Champion|Shin'hare|Underworld|0||0|0|[BASIC] [BLOOD][WILD]: [3] -> Put a random troop from your deck with Tunneling underground.     When a troop goes underground, it gets one of the following at random: +1[ATK]/+1[DEF]; Lethal; Rage 2; or "Deploy - Draw a card."||||0||0|0|1aecb40c-d665-4475-8239-1fc17cc137b6
Set01_PvE_Arena|0|Eldritch Dreamer|Champion||Champion|Voidtouched|None|0||0|0|[BASIC] [SAPPHIRE]: [3] -> Target troop gets "When this deals damage to an opposing champion, draw a card."    Troops without Flight have -1[ATK].||||0||0|0|9e58ec3b-a05c-46e2-9fde-43d5cfba9e76
Set01_PvE_Arena|0|Nelebrin Scout|Champion||Champion|Elf Ranger|Aria|0||0|0|[BASIC] [WILD]: [5] -> For each troop, randomly determine if it is destroyed as follows: Each troop has a 10% chance of not being destroyed for each point of [DEF] it has.    When a champion plays a resource, there is a 25% chance that champion gains [L1][R1].||||0||0|0|fa346dba-0c0c-40c3-9f54-ec8a7f3941f9
Set01_PvE_Arena|0|Blood Sphinx|Champion||Champion|Sphinx|None|0||0|0|[BASIC] [SAPPHIRE][SAPPHIRE][BLOOD][BLOOD]: [4] -> Put target action from your crypt into your hand.    At the start of the game, each champion chooses a target action in their hand. It gets "When you play this, copy it."||||0||0|0|9c9029bb-f90f-41db-9f24-0eabf17091f0
Set01_PvE_Arena|0|Sniper of Gawaine|Champion||Champion|Human Ranger|Aria|0||0|0|[BASIC] [DIAMOND][RUBY]: [4] -> Troops you control that entered play this turn get +1[ATK]/+1[DEF] and Speed.||||0||0|0|bcfa9f35-5d60-4324-8b15-2d2410e5811f
Set01_PvE_Arena|0|Avalanche Giant|Champion||Champion|Giant|None|0||0|0|[BASIC] [RUBY][WILD]: [2] -> Target troop you control gets +2[ATK]/+2[DEF] this turn.    When a troop deals damage to a champion, that troop gets +1[ATK]/+1[DEF].||||0||0|0|8955a041-da4c-4daf-8861-c98eabf805b2
Set01_PvE_Arena|0|Malice Demon|Champion||Champion|Demon|None|0||0|0|[BASIC] [BLOOD][RUBY]: [2] -> Put target troop in your crypt into play. It gets Speed and "At the end of your turn, sacrifice this." this turn.    Troops in all zones have Rage 1.||||0||0|0|9bd43d80-7cf4-4489-aa9d-2c290a22aea1
Set01_PvE_Arena|0|Seaweed Behemoth|Champion||Champion|Elemental|None|0||0|0|[BASIC] [WILD][SAPPHIRE]: [10] -> Draw five cards.    When a champion gains a charge, it has a 25% chance to gain an additional charge.||||0||0|0|4d5c2806-5367-4969-8c56-f2c561c70bc0
Set01_PvE_Arena|0|Hag Sorceress|Champion||Champion|Hag|None|0||0|0|[BASIC] [5] -> Revert target troop with [ATK] 0, and gain control of it.    [BLOOD][BLOOD][SAPPHIRE][SAPPHIRE]: At the start of your turn, a random opposing troop gets -1[ATK].||||0||0|0|13e61622-b5cd-4557-b21f-4bbcf92e4ec1
Set01_PvE_Arena|0|Wild Root Dancer|Champion||Champion|Human Elf|Aria|0||0|0|[BASIC] [DIAMOND][WILD]: [5] -> Look at the top five cards of your deck. Put revealed Plants into play. Put the remaining cards into your deck.    At the start of the game, each champion chooses a target troop in their deck and creates four cards with that card's name and puts them into their deck.||||0||0|0|f37278d1-a0f5-4d0a-86b1-86bee605ed03
Set01_PvE_Arena|0|Emberspire Witch|Champion||Champion|Human Witch|Aria|0||0|0|[BASIC] [RUBY]: [1] -> Deal 1 damage to each champion.    Champions can't gain health.||||0||0|0|4db8f39f-11b9-4a6e-b2a8-f38a8f3d30f8
Set01_PvE_Arena|0|Crispin|Champion||Champion||None|0||0|0|||||0||0|0|6efbc194-7190-48f0-a9fc-f4a0e98dffa5
Shards of Fate|0|Nin the Shadow|Champion||Champion|Necrotic Rogue|Underworld|0||0|0|[SAPPHIRE]: [BASIC] [2] -> Bury the top two cards of target champion's deck.||||0||0|0|e712f32c-2b4e-455e-aa65-3ad505ca74db
Shards of Fate|0|Bertram Cragraven|Champion||Champion|Dwarf Warrior|Underworld|0||0|0|[SAPPHIRE]: [BASIC] [3] -> Summon a Worker Bot.||||0||0|0|456d1ebb-c80d-485d-be19-17eaf58ea024
Shards of Fate|0|Wyatt the Sapper|Champion||Champion|Dwarf Rogue|Underworld|0||0|0|[SAPPHIRE][SAPPHIRE]: [BASIC] [5] -> Draw a card.||||0||0|0|c03a8a47-00f0-4eb3-9240-b119556869bb
Shards of Fate|0|Feather Drifting|Champion||Champion|Coyotle Mage|Aria|0||0|0|[SAPPHIRE]: [BASIC] [4] -> Target troop gets Flight.||||0||0|0|f6c65566-df55-4689-873f-f8520b10329c
Shards of Fate|0|Fahrny|Champion||Champion|Dwarf Mage|Underworld|0||0|0|[RUBY][RUBY]: [BASIC] [5] -> Deal damage to target troop equal to the highest cost among artifacts you control.||||0||0|0|4b973844-894b-4eef-b24d-e11e19475e64
Shards of Fate|0|Tetzot, Son of Omoc|Champion||Champion|Orc Warlock|Aria|0||0|0|[RUBY]: [BASIC] [6] -> Reveal the top ten cards of your deck. Summon a Rock Elemental. It gets +1[ATK]/+1[DEF] for each resource revealed this way. Put the revealed cards into your deck.||||0||0|0|8663db13-12d4-4620-8f8a-d35fa82ca03d
Shards of Fate|0|Poca, The Conflagrater|Champion||Champion|Orc Mage|Aria|0||0|0|[RUBY][RUBY]: [BASIC] [4] -> Summon a Blaze Elemental.||||0||0|0|4848068e-15fd-4f1d-8009-c136d9821a6d
